"","year","CO2","CH4","NO2","SGG","location","latitude","longitude","location_name","country","state","count","mean","min","max"
"5622",1936,307.69508,1.05492,0.28674,5e-05,"079010",-36.78,142.4,"DRUNG","Australia","Victoria",366,1.21830601092896,0,26.4
"5623",1936,307.69508,1.05492,0.28674,5e-05,"009619",-34.15,116.02,"WILGARRUP","Australia","Western Australia",366,2.27185792349727,0,54.1
"5624",1936,307.69508,1.05492,0.28674,5e-05,"022009",-34.77,137.59,"MINLATON","Australia","South Australia",360,0.949444444444444,0,19.8
"5625",1936,307.69508,1.05492,0.28674,5e-05,"007057",-28.06,117.84,"MOUNT","Australia","Western Australia",366,0.450819672131148,0,24.1
"5626",1936,307.69508,1.05492,0.28674,5e-05,"018033",-31.97,133.76,"GOODE","Australia","South Australia",366,0.599180327868852,0,26.7
"5627",1936,307.69508,1.05492,0.28674,5e-05,"018065",-33.87,136.38,"PINESIDE","Australia","South Australia",360,0.633055555555556,0,13.5
"5628",1936,307.69508,1.05492,0.28674,5e-05,"077030",-36.01,143.03,"NARRAPORT","Australia","Victoria",366,1.00928961748634,0,38.1
"5629",1936,307.69508,1.05492,0.28674,5e-05,"010039",-31.01,117.2,"DOODARDING","Australia","Western Australia",366,0.758743169398907,0,44.7
"5630",1936,307.69508,1.05492,0.28674,5e-05,"054004",-29.87,150.57,"BINGARA","Australia","New South Wales",366,1.50437158469945,0,45.5
"5631",1936,307.69508,1.05492,0.28674,5e-05,"010045",-31.01,117.13,"EJANDING","Australia","Western Australia",366,0.858743169398907,0,57.2
"5632",1936,307.69508,1.05492,0.28674,5e-05,"054003",-30.38,150.61,"BARRABA","Australia","New South Wales",366,1.60245901639344,0,78.7
"5633",1936,307.69508,1.05492,0.28674,5e-05,"040094",-27.81,152.67,"HARRISVILLE","Australia","Queensland",366,1.48251366120219,0,64.5
"5634",1936,307.69508,1.05492,0.28674,5e-05,"018106",-31.45,130.9,"NULLARBOR","Australia","South Australia",365,0.340821917808219,0,17
"5635",1936,307.69508,1.05492,0.28674,5e-05,"019001",-33.05,138.43,"APPILA","Australia","South Australia",362,0.850552486187845,0,30.2
"5636",1936,307.69508,1.05492,0.28674,5e-05,"008066",-30.7,117.06,"KOKARDINE","Australia","Western Australia",366,0.726502732240437,0,86.9
"5637",1936,307.69508,1.05492,0.28674,5e-05,"062026",-32.81,149.98,"RYLSTONE","Australia","New South Wales",366,1.67486338797814,0,41.7
"5638",1936,307.69508,1.05492,0.28674,5e-05,"084016",-37.57,149.91,"GABO","Australia","Victoria",366,2.47950819672131,0,65.5
"5639",1936,307.69508,1.05492,0.28674,5e-05,"040082",-27.55,152.34,"UNIVERSITY","Australia","Queensland",366,1.68825136612022,0,51.6
"5640",1936,307.69508,1.05492,0.28674,5e-05,"044054",-28.81,147.12,"MULGA","Australia","Queensland",366,1.05027322404372,0,36.8
"5641",1936,307.69508,1.05492,0.28674,5e-05,"009561",-34.49,117.63,"KENDENUP","Australia","Western Australia",363,1.30798898071625,0,37.1
"5642",1936,307.69508,1.05492,0.28674,5e-05,"078078",-36.37,141.24,"KANIVA","Australia","Victoria",366,1.59344262295082,0,72.9
"5643",1936,307.69508,1.05492,0.28674,5e-05,"061014",-32.64,151.42,"BRANXTON","Australia","New South Wales",366,1.69781420765027,0,88.9
"5644",1936,307.69508,1.05492,0.28674,5e-05,"094063",-42.79,147.56,"SORELL","Australia","Tasmania",366,1.19262295081967,0,53.3
"5645",1936,307.69508,1.05492,0.28674,5e-05,"045017",-28,143.82,"THARGOMINDAH","Australia","Queensland",366,1.0603825136612,0,66
"5646",1936,307.69508,1.05492,0.28674,5e-05,"004035",-20.78,117.15,"ROEBOURNE","Australia","Western Australia",366,0.14207650273224,0,20.3
"5647",1936,307.69508,1.05492,0.28674,5e-05,"077039",-35.5,142.85,"SEA","Australia","Victoria",366,0.942896174863388,0,29.5
"5648",1936,307.69508,1.05492,0.28674,5e-05,"091011",-40.69,144.72,"CAPE","Australia","Tasmania",366,2.62568306010929,0,33
"5649",1936,307.69508,1.05492,0.28674,5e-05,"069018",-35.91,150.15,"MORUYA","Australia","New South Wales",366,2.60846994535519,0,65.8
"5650",1936,307.69508,1.05492,0.28674,5e-05,"088060",-37.45,145.21,"WALLABY","Australia","Victoria",366,3.04180327868852,0,49.3
"5651",1936,307.69508,1.05492,0.28674,5e-05,"099001",-39.48,147.32,"DEAL","Australia","Tasmania",366,2.65983606557377,0,53.3
"5652",1936,307.69508,1.05492,0.28674,5e-05,"094061",-42.93,147.52,"SANDFORD","Australia","Tasmania",366,1.37568306010929,0,63.8
"5653",1936,307.69508,1.05492,0.28674,5e-05,"010541",-33.86,118.81,"NYERILUP","Australia","Western Australia",366,0.812295081967213,0,23.1
"5654",1936,307.69508,1.05492,0.28674,5e-05,"026025",-37.38,140.84,"PENOLA","Australia","South Australia",366,1.57704918032787,0,32.3
"5655",1936,307.69508,1.05492,0.28674,5e-05,"033035",-19.54,147.41,"KALAMIA","Australia","Queensland",366,4.87267759562842,0,205.5
"5656",1936,307.69508,1.05492,0.28674,5e-05,"080009",-36.48,143.35,"COONOOER","Australia","Victoria",366,1.13142076502732,0,46.5
"5657",1936,307.69508,1.05492,0.28674,5e-05,"012065",-32.2,121.78,"NORSEMAN","Australia","Western Australia",366,0.62896174863388,0,19.8
"5658",1936,307.69508,1.05492,0.28674,5e-05,"058063",-28.88,153.05,"CASINO","Australia","New South Wales",366,2.36748633879781,0,77.2
"5659",1936,307.69508,1.05492,0.28674,5e-05,"009591",-34.64,117.38,"PARDELUP","Australia","Western Australia",366,1.75136612021858,0,39.9
"5660",1936,307.69508,1.05492,0.28674,5e-05,"005008",-21.19,115.98,"MARDIE","Australia","Western Australia",335,0.0191044776119403,0,3
"5661",1936,307.69508,1.05492,0.28674,5e-05,"016009",-31.06,135.87,"COONDAMBO","Australia","South Australia",366,0.240437158469945,0,20.6
"5662",1936,307.69508,1.05492,0.28674,5e-05,"008079",-29.02,115.62,"MANARRA","Australia","Western Australia",366,0.670491803278689,0,25.4
"5663",1936,307.69508,1.05492,0.28674,5e-05,"086131",-37.56,145.13,"YAN","Australia","Victoria",366,1.69426229508197,0,33.5
"5664",1936,307.69508,1.05492,0.28674,5e-05,"087034",-38.07,144.33,"LOVELY","Australia","Victoria",366,1.40655737704918,0,39.9
"5665",1936,307.69508,1.05492,0.28674,5e-05,"024501",-34.1,139.17,"AUSTRALIA","Australia","South Australia",360,0.9375,0,28.4
"5666",1936,307.69508,1.05492,0.28674,5e-05,"016032",-32.52,136.49,"NONNING","Australia","South Australia",362,0.516850828729282,0,18.3
"5667",1936,307.69508,1.05492,0.28674,5e-05,"010133",-30.83,117.32,"WALK","Australia","Western Australia",366,0.665846994535519,0,53.1
"5668",1936,307.69508,1.05492,0.28674,5e-05,"046042",-30.85,143.09,"WHITE","Australia","New South Wales",366,1.11530054644809,0,66
"5669",1936,307.69508,1.05492,0.28674,5e-05,"024521",-35.12,139.27,"MURRAY","Australia","South Australia",366,1.0103825136612,0,47.8
"5670",1936,307.69508,1.05492,0.28674,5e-05,"010037",-31.73,117.76,"CUTTENING","Australia","Western Australia",366,0.565846994535519,0,16.5
"5671",1936,307.69508,1.05492,0.28674,5e-05,"022000",-34.42,137.92,"ARDROSSAN","Australia","South Australia",366,0.755191256830601,0,15
"5672",1936,307.69508,1.05492,0.28674,5e-05,"010537",-34.3,117.57,"CRANBROOK","Australia","Western Australia",366,1.07158469945355,0,37.3
"5673",1936,307.69508,1.05492,0.28674,5e-05,"042023",-26.66,150.18,"MILES","Australia","Queensland",366,1.31010928961749,0,97
"5674",1936,307.69508,1.05492,0.28674,5e-05,"008141",-28.38,114.45,"WILLI","Australia","Western Australia",366,0.904644808743169,0,24.6
"5675",1936,307.69508,1.05492,0.28674,5e-05,"006055",-27.75,115.83,"WOOLGORONG","Australia","Western Australia",366,0.309016393442623,0,18.3
"5676",1936,307.69508,1.05492,0.28674,5e-05,"080004",-35.98,143.85,"CANARY","Australia","Victoria",366,1.11666666666667,0,35.1
"5677",1936,307.69508,1.05492,0.28674,5e-05,"089033",-37.69,142.72,"WICKLIFFE","Australia","Victoria",366,1.39098360655738,0,24.9
"5678",1936,307.69508,1.05492,0.28674,5e-05,"070028",-34.74,148.89,"YASS","Australia","New South Wales",366,2.21284153005464,0,53.8
"5679",1936,307.69508,1.05492,0.28674,5e-05,"010149",-31.34,117.82,"CODG","Australia","Western Australia",366,0.61775956284153,0,27.4
"5680",1936,307.69508,1.05492,0.28674,5e-05,"009520",-34.61,118.75,"CAPE","Australia","Western Australia",366,0.744808743169399,0,24.9
"5681",1936,307.69508,1.05492,0.28674,5e-05,"024535",-34.57,139.6,"SWAN","Australia","South Australia",364,0.693131868131868,0,26.2
"5682",1936,307.69508,1.05492,0.28674,5e-05,"012052",-29.69,121.03,"MENZIES","Australia","Western Australia",366,0.291256830601093,0,13.5
"5683",1936,307.69508,1.05492,0.28674,5e-05,"050031",-32.73,148.19,"PEAK","Australia","New South Wales",366,1.49289617486339,0,30.7
"5684",1936,307.69508,1.05492,0.28674,5e-05,"010112",-31.19,118.1,"NUNGARIN","Australia","Western Australia",365,0.721643835616438,0,42.7
"5685",1936,307.69508,1.05492,0.28674,5e-05,"079036",-36.74,141.94,"NATIMUK","Australia","Victoria",366,1.44153005464481,0,34.8
"5686",1936,307.69508,1.05492,0.28674,5e-05,"047029",-33.39,142.57,"POONCARIE","Australia","New South Wales",366,0.847540983606557,0,32
"5687",1936,307.69508,1.05492,0.28674,5e-05,"016039",-30.79,136.89,"PURPLE","Australia","South Australia",366,0.142896174863388,0,9.4
"5688",1936,307.69508,1.05492,0.28674,5e-05,"048031",-29.55,148.59,"COLLARENEBRI","Australia","New South Wales",366,1.1275956284153,0,47
"5689",1936,307.69508,1.05492,0.28674,5e-05,"010670",-32.5,119.36,"LAKE","Australia","Western Australia",366,0.743989071038251,0,35.6
"5690",1936,307.69508,1.05492,0.28674,5e-05,"041011",-27.71,151.87,"CAMBOOYA","Australia","Queensland",366,1.05437158469945,0,31
"5691",1936,307.69508,1.05492,0.28674,5e-05,"040043",-27.03,153.47,"CAPE","Australia","Queensland",366,2.84016393442623,0,61.5
"5692",1936,307.69508,1.05492,0.28674,5e-05,"040152",-26.24,151.94,"MURGON","Australia","Queensland",366,1.4551912568306,0,45.7
"5693",1936,307.69508,1.05492,0.28674,5e-05,"009594",-34.44,119.36,"PEPPERMINT","Australia","Western Australia",366,1.3551912568306,0,61
"5694",1936,307.69508,1.05492,0.28674,5e-05,"041082",-27.72,151.63,"PITTSWORTH","Australia","Queensland",366,1.49590163934426,0,50
"5695",1936,307.69508,1.05492,0.28674,5e-05,"091044",-40.92,145.14,"IRISHTOWN","Australia","Tasmania",366,3.21803278688525,0,40.4
"5696",1936,307.69508,1.05492,0.28674,5e-05,"010123",-31.99,117.93,"THE","Australia","Western Australia",366,0.628142076502732,0,17.3
"5697",1936,307.69508,1.05492,0.28674,5e-05,"087043",-37.82,144.15,"MEREDITH","Australia","Victoria",366,1.72513661202186,0,33.3
"5698",1936,307.69508,1.05492,0.28674,5e-05,"068016",-34.27,150.81,"CATARACT","Australia","New South Wales",366,1.65792349726776,0,58.4
"5699",1936,307.69508,1.05492,0.28674,5e-05,"086117",-37.48,145.15,"TOOROURRONG","Australia","Victoria",366,2.0792349726776,0,38.4
"5700",1936,307.69508,1.05492,0.28674,5e-05,"018058",-33.21,137.36,"MULLAQUANA","Australia","South Australia",363,0.476584022038567,0,18.5
"5701",1936,307.69508,1.05492,0.28674,5e-05,"061010",-32.59,151.78,"CLARENCE","Australia","New South Wales",366,2.40382513661202,0,86.9
"5702",1936,307.69508,1.05492,0.28674,5e-05,"032032",-18.59,146.25,"MACKNADE","Australia","Queensland",366,7.39453551912568,0,237.5
"5703",1936,307.69508,1.05492,0.28674,5e-05,"024515",-35.3,139.03,"LANGHORNE","Australia","South Australia",366,1.22213114754098,0,29
"5704",1936,307.69508,1.05492,0.28674,5e-05,"025015",-35.26,140.91,"PINNAROO","Australia","South Australia",360,0.892777777777778,0,49.8
"5705",1936,307.69508,1.05492,0.28674,5e-05,"010636",-33.16,117.67,"THE","Australia","Western Australia",366,1.10300546448087,0,61
"5706",1936,307.69508,1.05492,0.28674,5e-05,"018045",-33.95,135.27,"LAKE","Australia","South Australia",364,0.86510989010989,0,30.5
"5707",1936,307.69508,1.05492,0.28674,5e-05,"069006",-35.72,149.78,"BETTOWYND","Australia","New South Wales",366,2.14234972677596,0,99.1
"5708",1936,307.69508,1.05492,0.28674,5e-05,"010032",-31,117.39,"COWCOWING","Australia","Western Australia",335,0.568059701492537,0,38.9
"5709",1936,307.69508,1.05492,0.28674,5e-05,"028004",-16,144.08,"PALMERVILLE","Australia","Queensland",366,3.1120218579235,0,109.2
"5710",1936,307.69508,1.05492,0.28674,5e-05,"008088",-29.19,115.44,"MINGENEW","Australia","Western Australia",366,0.82103825136612,0,29.7
"5711",1936,307.69508,1.05492,0.28674,5e-05,"080065",-35.88,145.55,"YARROWEYAH","Australia","Victoria",366,1.16010928961749,0,30.5
"5712",1936,307.69508,1.05492,0.28674,5e-05,"087053",-38.12,144.64,"PORTARLINGTON","Australia","Victoria",366,1.53743169398907,0,35.1
"5713",1936,307.69508,1.05492,0.28674,5e-05,"031055",-16.47,145.37,"SOUTH","Australia","Queensland",366,6.25300546448087,0,141.5
"5714",1936,307.69508,1.05492,0.28674,5e-05,"089005",-37.45,143.36,"BEAUFORT","Australia","Victoria",366,1.91229508196721,0,44.2
"5715",1936,307.69508,1.05492,0.28674,5e-05,"038024",-25.42,142.66,"WINDORAH","Australia","Queensland",366,0.677322404371585,0,32.5
"5716",1936,307.69508,1.05492,0.28674,5e-05,"037043",-21.61,138.31,"URANDANGIE","Australia","Queensland",366,1.20737704918033,0,107.7
"5717",1936,307.69508,1.05492,0.28674,5e-05,"085096",-39.13,146.42,"WILSONS","Australia","Victoria",366,2.82213114754098,0,40.6
"5718",1936,307.69508,1.05492,0.28674,5e-05,"039037",-24.79,152.36,"FAIRYMEAD","Australia","Queensland",366,2.25655737704918,0,67.6
"5719",1936,307.69508,1.05492,0.28674,5e-05,"092037",-40.73,148.12,"SWAN","Australia","Tasmania",366,2.0724043715847,0,31.2
"5720",1936,307.69508,1.05492,0.28674,5e-05,"074128",-35.55,144.95,"DENILIQUIN","Australia","New South Wales",366,1.21912568306011,0,42.2
"5721",1936,307.69508,1.05492,0.28674,5e-05,"018001",-33.91,136.57,"ARNO","Australia","South Australia",360,0.705277777777778,0,15.5
"5722",1936,307.69508,1.05492,0.28674,5e-05,"016022",-32,134.88,"KONDOOLKA","Australia","South Australia",363,0.479614325068871,0,12.7
"5723",1936,307.69508,1.05492,0.28674,5e-05,"017024",-30.07,138.27,"FARINA","Australia","South Australia",363,0.304132231404959,0,26.9
"5724",1936,307.69508,1.05492,0.28674,5e-05,"041013",-28.23,152.07,"CANNING","Australia","Queensland",366,1.36967213114754,0,36.8
"5725",1936,307.69508,1.05492,0.28674,5e-05,"058012",-29.43,153.36,"YAMBA","Australia","New South Wales",366,3.11338797814208,0,66.3
"5726",1936,307.69508,1.05492,0.28674,5e-05,"078043",-36.11,141.42,"YANAC","Australia","Victoria",366,1.25655737704918,0,64.3
"5727",1936,307.69508,1.05492,0.28674,5e-05,"010505",-33.34,117.03,"ARTHUR","Australia","Western Australia",366,1.17049180327869,0,28.4
"5728",1936,307.69508,1.05492,0.28674,5e-05,"010536",-32.33,117.87,"CORRIGIN","Australia","Western Australia",366,0.860928961748634,0,25.7
"5729",1936,307.69508,1.05492,0.28674,5e-05,"018049",-34.12,136.16,"NORTH","Australia","South Australia",364,0.846428571428571,0,29
"5730",1936,307.69508,1.05492,0.28674,5e-05,"009557",-33.95,120.12,"HOPETOUN","Australia","Western Australia",366,0.938524590163934,0,26.7
"5731",1936,307.69508,1.05492,0.28674,5e-05,"084030",-37.69,148.46,"ORBOST","Australia","Victoria",366,2.61748633879781,0,102.9
"5732",1936,307.69508,1.05492,0.28674,5e-05,"055045",-31.18,150.03,"CURLEWIS","Australia","New South Wales",366,1.51311475409836,0,51.3
"5733",1936,307.69508,1.05492,0.28674,5e-05,"037051",-22.39,143.04,"WINTON","Australia","Queensland",366,1.21229508196721,0,74.9
"5734",1936,307.69508,1.05492,0.28674,5e-05,"018002",-31.83,132.63,"PENNALUMBA","Australia","South Australia",365,0.741917808219178,0,21.1
"5735",1936,307.69508,1.05492,0.28674,5e-05,"063005",-33.43,149.56,"BATHURST","Australia","New South Wales",366,1.59890710382514,0,43.4
"5736",1936,307.69508,1.05492,0.28674,5e-05,"062021",-32.6,149.6,"MUDGEE","Australia","New South Wales",365,1.91671232876712,0,53.1
"5737",1936,307.69508,1.05492,0.28674,5e-05,"007007",-26.98,116.54,"BOOLARDY","Australia","Western Australia",366,0.253825136612022,0,14.5
"5738",1936,307.69508,1.05492,0.28674,5e-05,"010091",-31.63,117.01,"MECKERING","Australia","Western Australia",366,0.910928961748634,0,35.1
"5739",1936,307.69508,1.05492,0.28674,5e-05,"014042",-12.33,133.06,"OENPELLI","Australia","Northern Territory",366,3.14808743169399,0,102.6
"5740",1936,307.69508,1.05492,0.28674,5e-05,"047053",-34.11,141.91,"WENTWORTH","Australia","New South Wales",366,0.890437158469945,0,53.6
"5741",1936,307.69508,1.05492,0.28674,5e-05,"017031",-29.65,138.06,"MARREE","Australia","South Australia",366,0.315846994535519,0,22.9
"5742",1936,307.69508,1.05492,0.28674,5e-05,"055055",-30.96,150.46,"CARROLL","Australia","New South Wales",366,1.45765027322404,0,40.9
"5743",1936,307.69508,1.05492,0.28674,5e-05,"016055",-32.38,135.52,"YARDEA","Australia","South Australia",357,0.678711484593838,0,20.3
"5744",1936,307.69508,1.05492,0.28674,5e-05,"038002",-25.9,139.35,"BIRDSVILLE","Australia","Queensland",366,0.447540983606557,0,29
"5745",1936,307.69508,1.05492,0.28674,5e-05,"009564",-34.94,117.92,"KING","Australia","Western Australia",366,1.86939890710383,0,34.5
"5746",1936,307.69508,1.05492,0.28674,5e-05,"010092",-31.48,118.28,"MERREDIN","Australia","Western Australia",366,0.69672131147541,0,29.7
"5747",1936,307.69508,1.05492,0.28674,5e-05,"029004",-17.74,139.55,"BURKETOWN","Australia","Queensland",366,2.07295081967213,0,171.5
"5748",1936,307.69508,1.05492,0.28674,5e-05,"007095",-28.23,117.65,"YOWERAGABBIE","Australia","Western Australia",366,0.272677595628415,0,15.7
"5749",1936,307.69508,1.05492,0.28674,5e-05,"044026",-28.07,145.68,"CUNNAMULLA","Australia","Queensland",366,1.03907103825137,0,48.5
"5750",1936,307.69508,1.05492,0.28674,5e-05,"008106",-29.37,116.4,"PERANGERY","Australia","Western Australia",366,0.645901639344262,0,27.2
"5751",1936,307.69508,1.05492,0.28674,5e-05,"009503",-33.48,115.73,"BOYANUP","Australia","Western Australia",366,2.15464480874317,0,52.6
"5752",1936,307.69508,1.05492,0.28674,5e-05,"025507",-36.1,140.35,"KEITH","Australia","South Australia",366,1.23196721311475,0,26.7
"5753",1936,307.69508,1.05492,0.28674,5e-05,"023721",-35.06,138.56,"HAPPY","Australia","South Australia",366,1.47896174863388,0,30.2
"5754",1936,307.69508,1.05492,0.28674,5e-05,"092012",-41.64,147.97,"FINGAL","Australia","Tasmania",366,1.57404371584699,0,38.1
"5755",1936,307.69508,1.05492,0.28674,5e-05,"082001",-36.37,146.71,"BEECHWORTH","Australia","Victoria",366,2.75792349726776,0,47.8
"5756",1936,307.69508,1.05492,0.28674,5e-05,"024511",-34.18,139.08,"EUDUNDA","Australia","South Australia",366,1.29863387978142,0,37.8
"5757",1936,307.69508,1.05492,0.28674,5e-05,"036007",-23.55,145.29,"BARCALDINE","Australia","Queensland",366,1.87267759562842,0,176.5
"5758",1936,307.69508,1.05492,0.28674,5e-05,"022020",-33.93,137.63,"WALLAROO","Australia","South Australia",360,0.806666666666667,0,20.3
"5759",1937,308.08934,1.06066,0.28693,5.2e-05,"095016",-42.34,146.75,"OSTERLEY","Australia","Tasmania",365,1.99315068493151,0,29.2
"5760",1937,308.08934,1.06066,0.28693,5.2e-05,"099001",-39.48,147.32,"DEAL","Australia","Tasmania",365,1.82767123287671,0,51.6
"5761",1937,308.08934,1.06066,0.28693,5.2e-05,"084016",-37.57,149.91,"GABO","Australia","Victoria",365,2.83397260273973,0,65.3
"5762",1937,308.08934,1.06066,0.28693,5.2e-05,"062026",-32.81,149.98,"RYLSTONE","Australia","New South Wales",365,1.4827397260274,0,45.2
"5763",1937,308.08934,1.06066,0.28693,5.2e-05,"007057",-28.06,117.84,"MOUNT","Australia","Western Australia",365,0.62027397260274,0,45.5
"5764",1937,308.08934,1.06066,0.28693,5.2e-05,"018033",-31.97,133.76,"GOODE","Australia","South Australia",362,0.73121546961326,0,42.7
"5765",1937,308.08934,1.06066,0.28693,5.2e-05,"024501",-34.1,139.17,"AUSTRALIA","Australia","South Australia",360,1.355,0,59.9
"5766",1937,308.08934,1.06066,0.28693,5.2e-05,"087034",-38.07,144.33,"LOVELY","Australia","Victoria",365,1.06465753424658,0,20.8
"5767",1937,308.08934,1.06066,0.28693,5.2e-05,"094061",-42.93,147.52,"SANDFORD","Australia","Tasmania",365,1.3372602739726,0,23.6
"5768",1937,308.08934,1.06066,0.28693,5.2e-05,"079010",-36.78,142.4,"DRUNG","Australia","Victoria",365,1.05123287671233,0,23.6
"5769",1937,308.08934,1.06066,0.28693,5.2e-05,"040082",-27.55,152.34,"UNIVERSITY","Australia","Queensland",365,1.8241095890411,0,69.1
"5770",1937,308.08934,1.06066,0.28693,5.2e-05,"010032",-31,117.39,"COWCOWING","Australia","Western Australia",365,0.594794520547945,0,38.9
"5771",1937,308.08934,1.06066,0.28693,5.2e-05,"019001",-33.05,138.43,"APPILA","Australia","South Australia",363,1.30826446280992,0,54.9
"5772",1937,308.08934,1.06066,0.28693,5.2e-05,"086131",-37.56,145.13,"YAN","Australia","Victoria",365,1.64520547945205,0,40.6
"5773",1937,308.08934,1.06066,0.28693,5.2e-05,"018106",-31.45,130.9,"NULLARBOR","Australia","South Australia",364,0.482967032967033,0,14.2
"5774",1937,308.08934,1.06066,0.28693,5.2e-05,"075050",-33.61,146.32,"NARADHAN","Australia","New South Wales",365,0.713698630136986,0,38.4
"5775",1937,308.08934,1.06066,0.28693,5.2e-05,"010126",-31.12,117.79,"TRAYNING","Australia","Western Australia",365,0.578356164383562,0,41.9
"5776",1937,308.08934,1.06066,0.28693,5.2e-05,"009619",-34.15,116.02,"WILGARRUP","Australia","Western Australia",365,2.88547945205479,0,45.7
"5777",1937,308.08934,1.06066,0.28693,5.2e-05,"040043",-27.03,153.47,"CAPE","Australia","Queensland",365,4.74493150684931,0,101.1
"5778",1937,308.08934,1.06066,0.28693,5.2e-05,"008066",-30.7,117.06,"KOKARDINE","Australia","Western Australia",365,0.762739726027397,0,38.1
"5779",1937,308.08934,1.06066,0.28693,5.2e-05,"054004",-29.87,150.57,"BINGARA","Australia","New South Wales",365,1.94191780821918,0,124.5
"5780",1937,308.08934,1.06066,0.28693,5.2e-05,"005008",-21.19,115.98,"MARDIE","Australia","Western Australia",365,0.736986301369863,0,130.6
"5781",1937,308.08934,1.06066,0.28693,5.2e-05,"008079",-29.02,115.62,"MANARRA","Australia","Western Australia",365,0.84958904109589,0,39.9
"5782",1937,308.08934,1.06066,0.28693,5.2e-05,"022009",-34.77,137.59,"MINLATON","Australia","South Australia",354,1.34717514124294,0,33.3
"5783",1937,308.08934,1.06066,0.28693,5.2e-05,"010525",-33.85,117.64,"BROOMEHILL","Australia","Western Australia",365,1.24082191780822,0,34.8
"5784",1937,308.08934,1.06066,0.28693,5.2e-05,"088060",-37.45,145.21,"WALLABY","Australia","Victoria",365,2.76739726027397,0,65.8
"5785",1937,308.08934,1.06066,0.28693,5.2e-05,"089033",-37.69,142.72,"WICKLIFFE","Australia","Victoria",365,1.56191780821918,0,67.1
"5786",1937,308.08934,1.06066,0.28693,5.2e-05,"019032",-32.74,138.61,"ORROROO","Australia","South Australia",354,1.27683615819209,0,63.8
"5787",1937,308.08934,1.06066,0.28693,5.2e-05,"041011",-27.71,151.87,"CAMBOOYA","Australia","Queensland",365,1.75095890410959,0,46.2
"5788",1937,308.08934,1.06066,0.28693,5.2e-05,"044054",-28.81,147.12,"MULGA","Australia","Queensland",334,0.905988023952096,0,74.9
"5789",1937,308.08934,1.06066,0.28693,5.2e-05,"024515",-35.3,139.03,"LANGHORNE","Australia","South Australia",365,1.16356164383562,0,34
"5790",1937,308.08934,1.06066,0.28693,5.2e-05,"077030",-36.01,143.03,"NARRAPORT","Australia","Victoria",365,0.941643835616438,0,44.2
"5791",1937,308.08934,1.06066,0.28693,5.2e-05,"080009",-36.48,143.35,"COONOOER","Australia","Victoria",365,1.02904109589041,0,35.8
"5792",1937,308.08934,1.06066,0.28693,5.2e-05,"078078",-36.37,141.24,"KANIVA","Australia","Victoria",365,1.28219178082192,0,26.9
"5793",1937,308.08934,1.06066,0.28693,5.2e-05,"045017",-28,143.82,"THARGOMINDAH","Australia","Queensland",365,0.137808219178082,0,15.7
"5794",1937,308.08934,1.06066,0.28693,5.2e-05,"047053",-34.11,141.91,"WENTWORTH","Australia","New South Wales",365,0.811232876712329,0,42.7
"5795",1937,308.08934,1.06066,0.28693,5.2e-05,"010039",-31.01,117.2,"DOODARDING","Australia","Western Australia",365,0.564109589041096,0,47
"5796",1937,308.08934,1.06066,0.28693,5.2e-05,"042023",-26.66,150.18,"MILES","Australia","Queensland",365,1.84794520547945,0,105.2
"5797",1937,308.08934,1.06066,0.28693,5.2e-05,"068034",-35.09,150.8,"POINT","Australia","New South Wales",365,3.2186301369863,0,57.2
"5798",1937,308.08934,1.06066,0.28693,5.2e-05,"018065",-33.87,136.38,"PINESIDE","Australia","South Australia",362,0.985359116022099,0,84.6
"5799",1937,308.08934,1.06066,0.28693,5.2e-05,"080004",-35.98,143.85,"CANARY","Australia","Victoria",365,0.645479452054795,0,36.1
"5800",1937,308.08934,1.06066,0.28693,5.2e-05,"070028",-34.74,148.89,"YASS","Australia","New South Wales",365,1.65917808219178,0,42.2
"5801",1937,308.08934,1.06066,0.28693,5.2e-05,"048031",-29.55,148.59,"COLLARENEBRI","Australia","New South Wales",365,1.13232876712329,0,121.9
"5802",1937,308.08934,1.06066,0.28693,5.2e-05,"037043",-21.61,138.31,"URANDANGIE","Australia","Queensland",365,0.506849315068493,0,24.6
"5803",1937,308.08934,1.06066,0.28693,5.2e-05,"038002",-25.9,139.35,"BIRDSVILLE","Australia","Queensland",365,0.149315068493151,0,10.4
"5804",1937,308.08934,1.06066,0.28693,5.2e-05,"016055",-32.38,135.52,"YARDEA","Australia","South Australia",360,0.690555555555556,0,26.4
"5805",1937,308.08934,1.06066,0.28693,5.2e-05,"068016",-34.27,150.81,"CATARACT","Australia","New South Wales",365,2.44849315068493,0,101.6
"5806",1937,308.08934,1.06066,0.28693,5.2e-05,"040094",-27.81,152.67,"HARRISVILLE","Australia","Queensland",365,2.43534246575342,0,68.6
"5807",1937,308.08934,1.06066,0.28693,5.2e-05,"008141",-28.38,114.45,"WILLI","Australia","Western Australia",365,1.05315068493151,0,53.8
"5808",1937,308.08934,1.06066,0.28693,5.2e-05,"094063",-42.79,147.56,"SORELL","Australia","Tasmania",365,1.2841095890411,0,23.9
"5809",1937,308.08934,1.06066,0.28693,5.2e-05,"009519",-33.54,115.02,"CAPE","Australia","Western Australia",365,2.03287671232877,0,49.5
"5810",1937,308.08934,1.06066,0.28693,5.2e-05,"077008",-35.93,142.85,"BIRCHIP","Australia","Victoria",365,0.893424657534247,0,39.1
