"","year","CO2","CH4","NO2","SGG","location","latitude","longitude","location_name","country","state","count","mean","min","max"
"6696",1943,309.96342,1.08658,0.28776,6.2e-05,"010536",-32.33,117.87,"CORRIGIN","Australia","Western Australia",365,1.11835616438356,0,23.4
"6697",1943,309.96342,1.08658,0.28776,6.2e-05,"092012",-41.64,147.97,"FINGAL","Australia","Tasmania",365,1.41890410958904,0,50
"6698",1943,309.96342,1.08658,0.28776,6.2e-05,"050031",-32.73,148.19,"PEAK","Australia","New South Wales",365,1.42575342465753,0,59.7
"6699",1943,309.96342,1.08658,0.28776,6.2e-05,"046042",-30.85,143.09,"WHITE","Australia","New South Wales",365,0.384109589041096,0,19.1
"6700",1943,309.96342,1.08658,0.28776,6.2e-05,"080065",-35.88,145.55,"YARROWEYAH","Australia","Victoria",365,0.665205479452055,0,25.4
"6701",1943,309.96342,1.08658,0.28776,6.2e-05,"089033",-37.69,142.72,"WICKLIFFE","Australia","Victoria",365,1.49068493150685,0,29.2
"6702",1943,309.96342,1.08658,0.28776,6.2e-05,"080004",-35.98,143.85,"CANARY","Australia","Victoria",365,0.535068493150685,0,21.6
"6703",1943,309.96342,1.08658,0.28776,6.2e-05,"014902",-14.46,132.26,"KATHERINE","Australia","Northern Territory",365,2.64630136986301,0,229.1
"6704",1943,309.96342,1.08658,0.28776,6.2e-05,"091011",-40.69,144.72,"CAPE","Australia","Tasmania",365,2.48767123287671,0,40.4
"6705",1943,309.96342,1.08658,0.28776,6.2e-05,"089005",-37.45,143.36,"BEAUFORT","Australia","Victoria",365,1.48356164383562,0,23.9
"6706",1943,309.96342,1.08658,0.28776,6.2e-05,"069006",-35.72,149.78,"BETTOWYND","Australia","New South Wales",365,2.45616438356164,0,97.5
"6707",1943,309.96342,1.08658,0.28776,6.2e-05,"016055",-32.38,135.52,"YARDEA","Australia","South Australia",361,0.547091412742382,0,27.2
"6708",1943,309.96342,1.08658,0.28776,6.2e-05,"047053",-34.11,141.91,"WENTWORTH","Australia","New South Wales",365,0.346849315068493,0,17.8
"6709",1943,309.96342,1.08658,0.28776,6.2e-05,"008106",-29.37,116.4,"PERANGERY","Australia","Western Australia",365,1.10493150684932,0,65
"6710",1943,309.96342,1.08658,0.28776,6.2e-05,"016039",-30.79,136.89,"PURPLE","Australia","South Australia",364,0.164285714285714,0,19.8
"6711",1943,309.96342,1.08658,0.28776,6.2e-05,"004035",-20.78,117.15,"ROEBOURNE","Australia","Western Australia",365,1.31780821917808,0,95.3
"6712",1943,309.96342,1.08658,0.28776,6.2e-05,"087043",-37.82,144.15,"MEREDITH","Australia","Victoria",365,1.44383561643836,0,27.2
"6713",1943,309.96342,1.08658,0.28776,6.2e-05,"037043",-21.61,138.31,"URANDANGIE","Australia","Queensland",365,0.52,0,41.9
"6714",1943,309.96342,1.08658,0.28776,6.2e-05,"009519",-33.54,115.02,"CAPE","Australia","Western Australia",365,2.09287671232877,0,39.9
"6715",1943,309.96342,1.08658,0.28776,6.2e-05,"008066",-30.7,117.06,"KOKARDINE","Australia","Western Australia",334,1.37604790419162,0,55.4
"6716",1943,309.96342,1.08658,0.28776,6.2e-05,"024501",-34.1,139.17,"AUSTRALIA","Australia","South Australia",362,0.752486187845304,0,25.7
"6717",1943,309.96342,1.08658,0.28776,6.2e-05,"077008",-35.93,142.85,"BIRCHIP","Australia","Victoria",365,0.512328767123288,0,11.7
"6718",1943,309.96342,1.08658,0.28776,6.2e-05,"078043",-36.11,141.42,"YANAC","Australia","Victoria",365,0.907123287671233,0,16.3
"6719",1943,309.96342,1.08658,0.28776,6.2e-05,"025507",-36.1,140.35,"KEITH","Australia","South Australia",365,1.25780821917808,0,23.4
"6720",1943,309.96342,1.08658,0.28776,6.2e-05,"048031",-29.55,148.59,"COLLARENEBRI","Australia","New South Wales",365,1.05178082191781,0,45.5
"6721",1943,309.96342,1.08658,0.28776,6.2e-05,"009564",-34.94,117.92,"KING","Australia","Western Australia",365,2.73945205479452,0,38.1
"6722",1943,309.96342,1.08658,0.28776,6.2e-05,"084030",-37.69,148.46,"ORBOST","Australia","Victoria",365,2.07150684931507,0,111
"6723",1943,309.96342,1.08658,0.28776,6.2e-05,"008088",-29.19,115.44,"MINGENEW","Australia","Western Australia",365,1.10684931506849,0,26.9
"6724",1943,309.96342,1.08658,0.28776,6.2e-05,"010092",-31.48,118.28,"MERREDIN","Australia","Western Australia",365,1.36876712328767,0,33.8
"6725",1943,309.96342,1.08658,0.28776,6.2e-05,"009561",-34.49,117.63,"KENDENUP","Australia","Western Australia",365,1.70630136986301,0,47.2
"6726",1943,309.96342,1.08658,0.28776,6.2e-05,"032032",-18.59,146.25,"MACKNADE","Australia","Queensland",365,3.13260273972603,0,120.1
"6727",1943,309.96342,1.08658,0.28776,6.2e-05,"074128",-35.55,144.95,"DENILIQUIN","Australia","New South Wales",365,0.524383561643836,0,11.4
"6728",1943,309.96342,1.08658,0.28776,6.2e-05,"010032",-31,117.39,"COWCOWING","Australia","Western Australia",365,1.01561643835616,0,29
"6729",1943,309.96342,1.08658,0.28776,6.2e-05,"016022",-32,134.88,"KONDOOLKA","Australia","South Australia",360,0.584166666666667,0,57.9
"6730",1943,309.96342,1.08658,0.28776,6.2e-05,"086131",-37.56,145.13,"YAN","Australia","Victoria",365,1.30383561643836,0,32.3
"6731",1943,309.96342,1.08658,0.28776,6.2e-05,"061014",-32.64,151.42,"BRANXTON","Australia","New South Wales",364,2.65521978021978,0,84.6
"6732",1943,309.96342,1.08658,0.28776,6.2e-05,"029004",-17.74,139.55,"BURKETOWN","Australia","Queensland",365,1.10301369863014,0,70.1
"6733",1943,309.96342,1.08658,0.28776,6.2e-05,"041013",-28.23,152.07,"CANNING","Australia","Queensland",365,2.23068493150685,0,43.9
"6734",1943,309.96342,1.08658,0.28776,6.2e-05,"024521",-35.12,139.27,"MURRAY","Australia","South Australia",365,0.82027397260274,0,22.6
"6735",1943,309.96342,1.08658,0.28776,6.2e-05,"036007",-23.55,145.29,"BARCALDINE","Australia","Queensland",365,0.853972602739726,0,37.6
"6736",1943,309.96342,1.08658,0.28776,6.2e-05,"061010",-32.59,151.78,"CLARENCE","Australia","New South Wales",365,3.31506849315068,0,84.8
"6737",1943,309.96342,1.08658,0.28776,6.2e-05,"010505",-33.34,117.03,"ARTHUR","Australia","Western Australia",365,1.59643835616438,0,39.1
"6738",1943,309.96342,1.08658,0.28776,6.2e-05,"037051",-22.39,143.04,"WINTON","Australia","Queensland",365,0.509041095890411,0,24.6
"6739",1943,309.96342,1.08658,0.28776,6.2e-05,"025015",-35.26,140.91,"PINNAROO","Australia","South Australia",363,0.787878787878788,0,34
"6740",1943,309.96342,1.08658,0.28776,6.2e-05,"033035",-19.54,147.41,"KALAMIA","Australia","Queensland",365,2.23698630136986,0,104.9
"6741",1943,309.96342,1.08658,0.28776,6.2e-05,"045017",-28,143.82,"THARGOMINDAH","Australia","Queensland",365,0.421095890410959,0,24.1
"6742",1943,309.96342,1.08658,0.28776,6.2e-05,"012052",-29.69,121.03,"MENZIES","Australia","Western Australia",365,0.652054794520548,0,44.5
"6743",1943,309.96342,1.08658,0.28776,6.2e-05,"079036",-36.74,141.94,"NATIMUK","Australia","Victoria",365,0.940547945205479,0,24.1
"6744",1943,309.96342,1.08658,0.28776,6.2e-05,"077030",-36.01,143.03,"NARRAPORT","Australia","Victoria",365,0.471232876712329,0,10.4
"6745",1943,309.96342,1.08658,0.28776,6.2e-05,"031055",-16.47,145.37,"SOUTH","Australia","Queensland",304,5.56710526315789,0,224.3
"6746",1943,309.96342,1.08658,0.28776,6.2e-05,"010091",-31.63,117.01,"MECKERING","Australia","Western Australia",365,1.01506849315069,0,19.8
"6747",1943,309.96342,1.08658,0.28776,6.2e-05,"012065",-32.2,121.78,"NORSEMAN","Australia","Western Australia",365,1.44356164383562,0,77.2
"6748",1943,309.96342,1.08658,0.28776,6.2e-05,"041082",-27.72,151.63,"PITTSWORTH","Australia","Queensland",365,2.05424657534247,0,48.8
"6749",1943,309.96342,1.08658,0.28776,6.2e-05,"086117",-37.48,145.15,"TOOROURRONG","Australia","Victoria",365,1.50328767123288,0,37.3
"6750",1943,309.96342,1.08658,0.28776,6.2e-05,"018049",-34.12,136.16,"NORTH","Australia","South Australia",364,0.981868131868132,0,22.9
"6751",1943,309.96342,1.08658,0.28776,6.2e-05,"085096",-39.13,146.42,"WILSONS","Australia","Victoria",365,2.90986301369863,0,61.5
"6752",1943,309.96342,1.08658,0.28776,6.2e-05,"055045",-31.18,150.03,"CURLEWIS","Australia","New South Wales",365,1.26986301369863,0,45.5
"6753",1943,309.96342,1.08658,0.28776,6.2e-05,"005008",-21.19,115.98,"MARDIE","Australia","Western Australia",365,0.875342465753425,0,57.4
"6754",1943,309.96342,1.08658,0.28776,6.2e-05,"010045",-31.01,117.13,"EJANDING","Australia","Western Australia",365,0.887945205479452,0,31.5
"6755",1943,309.96342,1.08658,0.28776,6.2e-05,"018001",-33.91,136.57,"ARNO","Australia","South Australia",362,0.70524861878453,0,19.1
"6756",1943,309.96342,1.08658,0.28776,6.2e-05,"058063",-28.88,153.05,"CASINO","Australia","New South Wales",364,2.44203296703297,0,72.6
"6757",1943,309.96342,1.08658,0.28776,6.2e-05,"063005",-33.43,149.56,"BATHURST","Australia","New South Wales",364,1.87692307692308,0,47
"6758",1943,309.96342,1.08658,0.28776,6.2e-05,"022000",-34.42,137.92,"ARDROSSAN","Australia","South Australia",365,0.65041095890411,0,21.8
"6759",1943,309.96342,1.08658,0.28776,6.2e-05,"010037",-31.73,117.76,"CUTTENING","Australia","Western Australia",365,1.01671232876712,0,33.8
"6760",1943,309.96342,1.08658,0.28776,6.2e-05,"044026",-28.07,145.68,"CUNNAMULLA","Australia","Queensland",365,0.477808219178082,0,23.4
"6761",1943,309.96342,1.08658,0.28776,6.2e-05,"018045",-33.95,135.27,"LAKE","Australia","South Australia",359,1.33203342618384,0,24.9
"6762",1943,309.96342,1.08658,0.28776,6.2e-05,"010133",-30.83,117.32,"WALK","Australia","Western Australia",365,1.27753424657534,0,60.2
"6763",1943,309.96342,1.08658,0.28776,6.2e-05,"007007",-26.98,116.54,"BOOLARDY","Australia","Western Australia",365,0.327945205479452,0,24.4
"6764",1943,309.96342,1.08658,0.28776,6.2e-05,"024511",-34.18,139.08,"EUDUNDA","Australia","South Australia",365,0.903013698630137,0,23.1
"6765",1943,309.96342,1.08658,0.28776,6.2e-05,"026025",-37.38,140.84,"PENOLA","Australia","South Australia",362,1.77790055248619,0,37.6
"6766",1943,309.96342,1.08658,0.28776,6.2e-05,"055055",-30.96,150.46,"CARROLL","Australia","New South Wales",365,1.4586301369863,0,43.7
"6767",1943,309.96342,1.08658,0.28776,6.2e-05,"009520",-34.61,118.75,"CAPE","Australia","Western Australia",365,1.42931506849315,0,58.2
"6768",1943,309.96342,1.08658,0.28776,6.2e-05,"016032",-32.52,136.49,"NONNING","Australia","South Australia",333,0.405405405405405,0,25.4
"6769",1943,309.96342,1.08658,0.28776,6.2e-05,"018002",-31.83,132.63,"PENNALUMBA","Australia","South Australia",361,0.435734072022161,0,23.6
"6770",1943,309.96342,1.08658,0.28776,6.2e-05,"010537",-34.3,117.57,"CRANBROOK","Australia","Western Australia",365,1.36301369863014,0,43.2
"6771",1943,309.96342,1.08658,0.28776,6.2e-05,"009503",-33.48,115.73,"BOYANUP","Australia","Western Australia",365,2.38602739726027,0,43.9
"6772",1943,309.96342,1.08658,0.28776,6.2e-05,"009594",-34.44,119.36,"PEPPERMINT","Australia","Western Australia",365,1.74794520547945,0,55.6
"6773",1943,309.96342,1.08658,0.28776,6.2e-05,"010123",-31.99,117.93,"THE","Australia","Western Australia",365,1.12602739726027,0,24.9
"6774",1943,309.96342,1.08658,0.28776,6.2e-05,"075012",-35.42,144.6,"WAKOOL","Australia","New South Wales",365,0.472876712328767,0,17.8
"6775",1943,309.96342,1.08658,0.28776,6.2e-05,"017031",-29.65,138.06,"MARREE","Australia","South Australia",365,0.209041095890411,0,29.2
"6776",1943,309.96342,1.08658,0.28776,6.2e-05,"092037",-40.73,148.12,"SWAN","Australia","Tasmania",365,1.17068493150685,0,27.4
"6777",1943,309.96342,1.08658,0.28776,6.2e-05,"024535",-34.57,139.6,"SWAN","Australia","South Australia",364,0.495054945054945,0,18.5
"6778",1943,309.96342,1.08658,0.28776,6.2e-05,"091044",-40.92,145.14,"IRISHTOWN","Australia","Tasmania",341,3.03695014662757,0,40.4
"6779",1943,309.96342,1.08658,0.28776,6.2e-05,"062021",-32.6,149.6,"MUDGEE","Australia","New South Wales",364,1.54532967032967,0,50.5
"6780",1944,309.90091,1.08909,0.28779,6.4e-05,"040043",-27.03,153.47,"CAPE","Australia","Queensland",366,3.01147540983607,0,68.3
"6781",1944,309.90091,1.08909,0.28779,6.4e-05,"018065",-33.87,136.38,"PINESIDE","Australia","South Australia",363,0.661707988980716,0,36.1
"6782",1944,309.90091,1.08909,0.28779,6.4e-05,"068034",-35.09,150.8,"POINT","Australia","New South Wales",366,1.79344262295082,0,39.1
"6783",1944,309.90091,1.08909,0.28779,6.4e-05,"047029",-33.39,142.57,"POONCARIE","Australia","New South Wales",366,0.301092896174863,0,15.7
"6784",1944,309.90091,1.08909,0.28779,6.4e-05,"010525",-33.85,117.64,"BROOMEHILL","Australia","Western Australia",366,0.785245901639344,0,27.9
"6785",1944,309.90091,1.08909,0.28779,6.4e-05,"009619",-34.15,116.02,"WILGARRUP","Australia","Western Australia",366,2.4896174863388,0,54.4
"6786",1944,309.90091,1.08909,0.28779,6.4e-05,"054004",-29.87,150.57,"BINGARA","Australia","New South Wales",366,1.07868852459016,0,51.6
"6787",1944,309.90091,1.08909,0.28779,6.4e-05,"040013",-25.82,152.62,"COWAL","Australia","Queensland",366,2.36857923497268,0,60.7
"6788",1944,309.90091,1.08909,0.28779,6.4e-05,"010670",-32.5,119.36,"LAKE","Australia","Western Australia",366,0.426775956284153,0,20.3
"6789",1944,309.90091,1.08909,0.28779,6.4e-05,"008066",-30.7,117.06,"KOKARDINE","Australia","Western Australia",366,0.634426229508197,0,35.3
"6790",1944,309.90091,1.08909,0.28779,6.4e-05,"040152",-26.24,151.94,"MURGON","Australia","Queensland",365,1.4427397260274,0,37.8
"6791",1944,309.90091,1.08909,0.28779,6.4e-05,"077039",-35.5,142.85,"SEA","Australia","Victoria",366,0.494535519125683,0,18.3
"6792",1944,309.90091,1.08909,0.28779,6.4e-05,"010149",-31.34,117.82,"CODG","Australia","Western Australia",366,0.603551912568306,0,54.6
"6793",1944,309.90091,1.08909,0.28779,6.4e-05,"040082",-27.55,152.34,"UNIVERSITY","Australia","Queensland",366,1.57841530054645,0,74.7
"6794",1944,309.90091,1.08909,0.28779,6.4e-05,"007057",-28.06,117.84,"MOUNT","Australia","Western Australia",366,0.231693989071038,0,14
"6795",1944,309.90091,1.08909,0.28779,6.4e-05,"075050",-33.61,146.32,"NARADHAN","Australia","New South Wales",366,0.821584699453552,0,45.7
"6796",1944,309.90091,1.08909,0.28779,6.4e-05,"041013",-28.23,152.07,"CANNING","Australia","Queensland",366,1.92267759562842,0,57.2
"6797",1944,309.90091,1.08909,0.28779,6.4e-05,"095016",-42.34,146.75,"OSTERLEY","Australia","Tasmania",366,1.83415300546448,0,33
"6798",1944,309.90091,1.08909,0.28779,6.4e-05,"016009",-31.06,135.87,"COONDAMBO","Australia","South Australia",365,0.191506849315068,0,10.9
"6799",1944,309.90091,1.08909,0.28779,6.4e-05,"010636",-33.16,117.67,"THE","Australia","Western Australia",366,0.605191256830601,0,27.9
"6800",1944,309.90091,1.08909,0.28779,6.4e-05,"010039",-31.01,117.2,"DOODARDING","Australia","Western Australia",366,0.679781420765027,0,45.7
"6801",1944,309.90091,1.08909,0.28779,6.4e-05,"023721",-35.06,138.56,"HAPPY","Australia","South Australia",366,1.3603825136612,0,36.3
"6802",1944,309.90091,1.08909,0.28779,6.4e-05,"091011",-40.69,144.72,"CAPE","Australia","Tasmania",366,2.47868852459016,0,38.9
"6803",1944,309.90091,1.08909,0.28779,6.4e-05,"041011",-27.71,151.87,"CAMBOOYA","Australia","Queensland",366,1.61448087431694,0,48.3
"6804",1944,309.90091,1.08909,0.28779,6.4e-05,"022020",-33.93,137.63,"WALLAROO","Australia","South Australia",364,0.812087912087912,0,33
"6805",1944,309.90091,1.08909,0.28779,6.4e-05,"010126",-31.12,117.79,"TRAYNING","Australia","Western Australia",335,0.642388059701492,0,69.3
"6806",1944,309.90091,1.08909,0.28779,6.4e-05,"018033",-31.97,133.76,"GOODE","Australia","South Australia",361,0.653462603878116,0,21.1
"6807",1944,309.90091,1.08909,0.28779,6.4e-05,"047053",-34.11,141.91,"WENTWORTH","Australia","New South Wales",366,0.310928961748634,0,11.7
"6808",1944,309.90091,1.08909,0.28779,6.4e-05,"017024",-30.07,138.27,"FARINA","Australia","South Australia",361,0.357340720221607,0,82.6
"6809",1944,309.90091,1.08909,0.28779,6.4e-05,"009591",-34.64,117.38,"PARDELUP","Australia","Western Australia",366,1.73989071038251,0,27.7
"6810",1944,309.90091,1.08909,0.28779,6.4e-05,"080004",-35.98,143.85,"CANARY","Australia","Victoria",366,0.473770491803279,0,19.1
"6811",1944,309.90091,1.08909,0.28779,6.4e-05,"044054",-28.81,147.12,"MULGA","Australia","Queensland",366,0.354918032786885,0,21.6
"6812",1944,309.90091,1.08909,0.28779,6.4e-05,"041024",-27.21,151.85,"DOCTORS","Australia","Queensland",304,1.63223684210526,0,46
"6813",1944,309.90091,1.08909,0.28779,6.4e-05,"070028",-34.74,148.89,"YASS","Australia","New South Wales",366,0.696994535519126,0,15.5
"6814",1944,309.90091,1.08909,0.28779,6.4e-05,"099001",-39.48,147.32,"DEAL","Australia","Tasmania",366,1.53551912568306,0,25.4
"6815",1944,309.90091,1.08909,0.28779,6.4e-05,"080009",-36.48,143.35,"COONOOER","Australia","Victoria",366,0.66448087431694,0,18.5
"6816",1944,309.90091,1.08909,0.28779,6.4e-05,"078043",-36.11,141.42,"YANAC","Australia","Victoria",366,0.586612021857923,0,17.8
"6817",1944,309.90091,1.08909,0.28779,6.4e-05,"042023",-26.66,150.18,"MILES","Australia","Queensland",366,1.29781420765027,0,33
"6818",1944,309.90091,1.08909,0.28779,6.4e-05,"006055",-27.75,115.83,"WOOLGORONG","Australia","Western Australia",366,0.275136612021858,0,17.3
"6819",1944,309.90091,1.08909,0.28779,6.4e-05,"008106",-29.37,116.4,"PERANGERY","Australia","Western Australia",366,0.509289617486339,0,24.4
"6820",1944,309.90091,1.08909,0.28779,6.4e-05,"038002",-25.9,139.35,"BIRDSVILLE","Australia","Queensland",366,0.349180327868852,0,37.6
"6821",1944,309.90091,1.08909,0.28779,6.4e-05,"077030",-36.01,143.03,"NARRAPORT","Australia","Victoria",366,0.429234972677596,0,10.9
"6822",1944,309.90091,1.08909,0.28779,6.4e-05,"094063",-42.79,147.56,"SORELL","Australia","Tasmania",366,1.57404371584699,0,64
"6823",1944,309.90091,1.08909,0.28779,6.4e-05,"014902",-14.46,132.26,"KATHERINE","Australia","Northern Territory",366,3.26530054644809,0,85.9
"6824",1944,309.90091,1.08909,0.28779,6.4e-05,"022009",-34.77,137.59,"MINLATON","Australia","South Australia",354,0.916101694915254,0,21.6
"6825",1944,309.90091,1.08909,0.28779,6.4e-05,"082001",-36.37,146.71,"BEECHWORTH","Australia","Victoria",366,1.4792349726776,0,34
"6826",1944,309.90091,1.08909,0.28779,6.4e-05,"019032",-32.74,138.61,"ORROROO","Australia","South Australia",360,0.533333333333333,0,22.4
"6827",1944,309.90091,1.08909,0.28779,6.4e-05,"079010",-36.78,142.4,"DRUNG","Australia","Victoria",366,0.698087431693989,0,23.1
"6828",1944,309.90091,1.08909,0.28779,6.4e-05,"087034",-38.07,144.33,"LOVELY","Australia","Victoria",366,0.977868852459016,0,22.6
"6829",1944,309.90091,1.08909,0.28779,6.4e-05,"010032",-31,117.39,"COWCOWING","Australia","Western Australia",366,0.560928961748634,0,36.3
"6830",1944,309.90091,1.08909,0.28779,6.4e-05,"054003",-30.38,150.61,"BARRABA","Australia","New South Wales",366,1.36857923497268,0,57.7
"6831",1944,309.90091,1.08909,0.28779,6.4e-05,"010536",-32.33,117.87,"CORRIGIN","Australia","Western Australia",366,0.693989071038251,0,30.2
"6832",1944,309.90091,1.08909,0.28779,6.4e-05,"058012",-29.43,153.36,"YAMBA","Australia","New South Wales",366,3.80928961748634,0,116.1
"6833",1944,309.90091,1.08909,0.28779,6.4e-05,"084030",-37.69,148.46,"ORBOST","Australia","Victoria",366,1.68879781420765,0,36.3
"6834",1944,309.90091,1.08909,0.28779,6.4e-05,"068016",-34.27,150.81,"CATARACT","Australia","New South Wales",366,1.31284153005464,0,49.5
"6835",1944,309.90091,1.08909,0.28779,6.4e-05,"092012",-41.64,147.97,"FINGAL","Australia","Tasmania",366,1.72267759562842,0,62.7
"6836",1944,309.90091,1.08909,0.28779,6.4e-05,"040094",-27.81,152.67,"HARRISVILLE","Australia","Queensland",366,1.47896174863388,0,38.9
"6837",1944,309.90091,1.08909,0.28779,6.4e-05,"089033",-37.69,142.72,"WICKLIFFE","Australia","Victoria",366,1.29972677595628,0,20.1
"6838",1944,309.90091,1.08909,0.28779,6.4e-05,"086131",-37.56,145.13,"YAN","Australia","Victoria",366,1.4327868852459,0,24.9
"6839",1944,309.90091,1.08909,0.28779,6.4e-05,"018058",-33.21,137.36,"MULLAQUANA","Australia","South Australia",363,0.446280991735537,0,20.3
"6840",1944,309.90091,1.08909,0.28779,6.4e-05,"088060",-37.45,145.21,"WALLABY","Australia","Victoria",366,2.61857923497268,0,45.5
"6841",1944,309.90091,1.08909,0.28779,6.4e-05,"084016",-37.57,149.91,"GABO","Australia","Victoria",366,1.99890710382514,0,107.4
"6842",1944,309.90091,1.08909,0.28779,6.4e-05,"014042",-12.33,133.06,"OENPELLI","Australia","Northern Territory",366,3.42732240437158,0,86.4
"6843",1944,309.90091,1.08909,0.28779,6.4e-05,"079036",-36.74,141.94,"NATIMUK","Australia","Victoria",366,0.696174863387978,0,15.2
"6844",1944,309.90091,1.08909,0.28779,6.4e-05,"038024",-25.42,142.66,"WINDORAH","Australia","Queensland",366,1.06803278688525,0,92.5
"6845",1944,309.90091,1.08909,0.28779,6.4e-05,"016055",-32.38,135.52,"YARDEA","Australia","South Australia",357,0.464705882352941,0,22.4
"6846",1944,309.90091,1.08909,0.28779,6.4e-05,"080065",-35.88,145.55,"YARROWEYAH","Australia","Victoria",366,0.641256830601093,0,28.4
"6847",1944,309.90091,1.08909,0.28779,6.4e-05,"028004",-16,144.08,"PALMERVILLE","Australia","Queensland",366,3.76530054644809,0,90.4
"6848",1944,309.90091,1.08909,0.28779,6.4e-05,"036007",-23.55,145.29,"BARCALDINE","Australia","Queensland",366,0.805464480874317,0,63.5
"6849",1944,309.90091,1.08909,0.28779,6.4e-05,"074128",-35.55,144.95,"DENILIQUIN","Australia","New South Wales",366,0.569125683060109,0,26.4
"6850",1944,309.90091,1.08909,0.28779,6.4e-05,"078078",-36.37,141.24,"KANIVA","Australia","Victoria",366,0.68879781420765,0,15.2
"6851",1944,309.90091,1.08909,0.28779,6.4e-05,"009519",-33.54,115.02,"CAPE","Australia","Western Australia",366,1.96612021857924,0,58.7
"6852",1944,309.90091,1.08909,0.28779,6.4e-05,"019001",-33.05,138.43,"APPILA","Australia","South Australia",363,0.826997245179063,0,26.9
"6853",1944,309.90091,1.08909,0.28779,6.4e-05,"062026",-32.81,149.98,"RYLSTONE","Australia","New South Wales",366,1.08661202185792,0,25.4
"6854",1944,309.90091,1.08909,0.28779,6.4e-05,"087053",-38.12,144.64,"PORTARLINGTON","Australia","Victoria",365,1.39616438356164,0,57.2
"6855",1944,309.90091,1.08909,0.28779,6.4e-05,"069006",-35.72,149.78,"BETTOWYND","Australia","New South Wales",366,1.36256830601093,0,76.7
"6856",1944,309.90091,1.08909,0.28779,6.4e-05,"016022",-32,134.88,"KONDOOLKA","Australia","South Australia",356,0.491011235955056,0,17.3
"6857",1944,309.90091,1.08909,0.28779,6.4e-05,"089005",-37.45,143.36,"BEAUFORT","Australia","Victoria",366,1.43770491803279,0,26.7
"6858",1944,309.90091,1.08909,0.28779,6.4e-05,"010112",-31.19,118.1,"NUNGARIN","Australia","Western Australia",366,0.696174863387978,0,58.7
"6859",1944,309.90091,1.08909,0.28779,6.4e-05,"041082",-27.72,151.63,"PITTSWORTH","Australia","Queensland",366,1.80928961748634,0,57.4
"6860",1944,309.90091,1.08909,0.28779,6.4e-05,"024535",-34.57,139.6,"SWAN","Australia","South Australia",364,0.368956043956044,0,10.7
"6861",1944,309.90091,1.08909,0.28779,6.4e-05,"046042",-30.85,143.09,"WHITE","Australia","New South Wales",366,0.381693989071038,0,49.8
"6862",1944,309.90091,1.08909,0.28779,6.4e-05,"018069",-33.65,134.89,"ELLISTON","Australia","South Australia",366,0.96120218579235,0,35.3
"6863",1944,309.90091,1.08909,0.28779,6.4e-05,"037043",-21.61,138.31,"URANDANGIE","Australia","Queensland",366,1.34180327868852,0,85.1
"6864",1944,309.90091,1.08909,0.28779,6.4e-05,"024501",-34.1,139.17,"AUSTRALIA","Australia","South Australia",362,0.607734806629834,0,20.6
"6865",1944,309.90091,1.08909,0.28779,6.4e-05,"069018",-35.91,150.15,"MORUYA","Australia","New South Wales",366,1.59098360655738,0,108.7
"6866",1944,309.90091,1.08909,0.28779,6.4e-05,"010045",-31.01,117.13,"EJANDING","Australia","Western Australia",366,0.683060109289617,0,57.9
"6867",1944,309.90091,1.08909,0.28779,6.4e-05,"029004",-17.74,139.55,"BURKETOWN","Australia","Queensland",366,2.27377049180328,0,121.2
"6868",1944,309.90091,1.08909,0.28779,6.4e-05,"061014",-32.64,151.42,"BRANXTON","Australia","New South Wales",366,1.05437158469945,0,35.1
"6869",1944,309.90091,1.08909,0.28779,6.4e-05,"025507",-36.1,140.35,"KEITH","Australia","South Australia",366,0.85983606557377,0,30
"6870",1944,309.90091,1.08909,0.28779,6.4e-05,"024515",-35.3,139.03,"LANGHORNE","Australia","South Australia",366,0.70327868852459,0,24.9
"6871",1944,309.90091,1.08909,0.28779,6.4e-05,"012052",-29.69,121.03,"MENZIES","Australia","Western Australia",366,0.277049180327869,0,9.7
"6872",1944,309.90091,1.08909,0.28779,6.4e-05,"008088",-29.19,115.44,"MINGENEW","Australia","Western Australia",366,1.08879781420765,0,46.7
"6873",1944,309.90091,1.08909,0.28779,6.4e-05,"086117",-37.48,145.15,"TOOROURRONG","Australia","Victoria",366,1.63087431693989,0,26.7
"6874",1944,309.90091,1.08909,0.28779,6.4e-05,"087043",-37.82,144.15,"MEREDITH","Australia","Victoria",366,1.25819672131148,0,21.1
"6875",1944,309.90091,1.08909,0.28779,6.4e-05,"005008",-21.19,115.98,"MARDIE","Australia","Western Australia",366,0.150819672131148,0,42.4
"6876",1944,309.90091,1.08909,0.28779,6.4e-05,"037051",-22.39,143.04,"WINTON","Australia","Queensland",366,1.29344262295082,0,62
"6877",1944,309.90091,1.08909,0.28779,6.4e-05,"039037",-24.79,152.36,"FAIRYMEAD","Australia","Queensland",366,2.47868852459016,0,89.4
"6878",1944,309.90091,1.08909,0.28779,6.4e-05,"018001",-33.91,136.57,"ARNO","Australia","South Australia",360,0.710555555555555,0,29.5
"6879",1944,309.90091,1.08909,0.28779,6.4e-05,"010037",-31.73,117.76,"CUTTENING","Australia","Western Australia",366,0.497540983606557,0,31.8
"6880",1944,309.90091,1.08909,0.28779,6.4e-05,"048031",-29.55,148.59,"COLLARENEBRI","Australia","New South Wales",366,0.59344262295082,0,43.9
"6881",1944,309.90091,1.08909,0.28779,6.4e-05,"009564",-34.94,117.92,"KING","Australia","Western Australia",366,1.9568306010929,0,32.3
